Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,HOOD PARK P2 SPACE 203,100 Hood Park Dr,Parking level P2,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380157,-71.072808,11/12/2025,183521,2025-11-12 01:31:50 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P3 SPACE 301,100 Hood Park Dr,Parking level P3,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380251,-71.072624,11/12/2025,183523,2025-11-12 01:31:57 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P3 SPACE 302,100 Hood Park Dr,Parking level P3,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380213,-71.072688,11/12/2025,183524,2025-11-12 01:31:57 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P3 SPACE 303,100 Hood Park Dr,Parking level P3,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.38023,-71.072707,11/12/2025,183525,2025-11-12 01:31:57 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P3 SPACE 304,100 Hood Park Dr,Parking level P3,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380296,-71.072588,11/12/2025,183526,2025-11-12 01:31:57 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P4 SPACE 401,100 Hood Park Dr,Parking level P4,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380234,-71.07271,11/12/2025,183527,2025-11-12 01:31:57 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P4 SPACE 405,100 Hood Park Dr,Parking level P4,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380278,-71.072608,11/12/2025,183528,2025-11-12 01:31:59 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWNOFNANTUCKET PLEASANT ST #1,131 Lower Pleasant St,,Nantucket,MA,2554,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.271734,-70.091413,11/12/2025,183535,2025-11-12 01:40:01 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BUILDING 2320 CHATHAM PRP EV2,2340 Commonwealth Avenue,,Newton,MA,2466,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.345582,-71.256768,11/12/2025,183548,2025-11-12 01:40:35 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BUILDING 2320 CHATHAM PRP EV1,2340 Commonwealth Avenue,,Newton,MA,2466,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.34558,-71.25677,11/12/2025,183549,2025-11-12 01:40:35 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,2300 TRUST 2300 TRUST EV 2,2320 Commonwealth Avenue,,Newton,MA,2466,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.34603,-71.256195,11/12/2025,183550,2025-11-12 01:40:36 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,2300 TRUST 2300 TRUST EV 1,2320 Commonwealth Avenue,,Newton,MA,2466,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.346026,-71.256098,11/12/2025,183551,2025-11-12 01:40:36 UTC,,,,1/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P2 SPACE 201,100 Hood Park Dr,Parking level P2,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380175,-71.072767,11/12/2025,183642,2025-11-12 01:31:50 UTC,,,,1/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P2 SPACE 202,100 Hood Park Dr,Parking level P2,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380161,-71.072775,11/12/2025,183643,2025-11-12 01:31:50 UTC,,,,1/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P3 SPACE 305,100 Hood Park Dr,Parking level P3,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380289,-71.072593,11/12/2025,183644,2025-11-12 01:31:57 UTC,,,,1/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P4 SPACE 402,100 Hood Park Dr,Parking level P4,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380342,-71.072547,11/12/2025,183645,2025-11-12 01:31:57 UTC,,,,1/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P4 SPACE 403,100 Hood Park Dr,Parking level P4,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380222,-71.072671,11/12/2025,183646,2025-11-12 01:31:57 UTC,,,,1/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P4 SPACE 404,100 Hood Park Dr,Parking level P4,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.38033,-71.072542,11/12/2025,183647,2025-11-12 01:31:57 UTC,,,,1/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JUMBO CAPITAL 150 ROYALL 1,150 Royall St,,Canton,MA,2021,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.205426,-71.130959,11/12/2025,183770,2025-11-12 01:40:36 UTC,,,,2/4/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JUMBO CAPITAL 150 ROYALL 2,150 Royall St,,Canton,MA,2021,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.20541,-71.130981,11/12/2025,183771,2025-11-12 01:40:36 UTC,,,,2/4/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PARTNERS HEALTH NCH #1,57 Prospect St,Parking Lot,Nantucket,MA,2554,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.274743,-70.100535,11/12/2025,183794,2025-11-12 01:39:33 UTC,,,,2/5/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MIDDLEBOROUGH TOWN HALL LOT 2,10 Nickerson Ave,"Rear parking lot, behind the town hall when viewing from Main Street",Middleborough,MA,2346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.892139,-70.911642,11/12/2025,183808,2025-11-12 01:40:48 UTC,,,,2/5/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MIDDLEBOROUGH TOWN HALL LOT 1,10 Nickerson Ave,"Rear parking lot, behind the town hall when viewing from Main Street",Middleborough,MA,2346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.892098,-70.911588,11/12/2025,183809,2025-11-12 01:40:48 UTC,,,,2/5/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOOD PARK P1 SPACE 102,100 Hood Park Dr,P1 parking level,Boston,MA,2129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.380233,-71.072636,11/12/2025,183841,2025-11-12 01:31:49 UTC,,,,2/6/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PARTNERS HEALTH NCH #2,57 Prospect St,Parking Lot,Nantucket,MA,2554,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.274837,-70.100392,11/12/2025,183847,2025-11-12 01:39:33 UTC,,,,2/6/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLIDAY INN GB HOLIDAY 1.3,415 Stockbridge Rd,Rear parking lot,Great Barrington,MA,1230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.213406,-73.34563,11/12/2025,184061,2025-11-12 01:40:12 UTC,,,,2/9/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLIDAY INN GB HOLIDAY INN 1.1,415 Stockbridge Rd,Rear parking lot,Great Barrington,MA,1230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.213623,-73.34566,11/12/2025,184062,2025-11-12 01:40:12 UTC,,,,2/9/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLIDAY INN GB HOLIDAY 1.4,415 Stockbridge Rd,Rear parking lot,Great Barrington,MA,1230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.21353,-73.345695,11/12/2025,184064,2025-11-12 01:40:12 UTC,,,,2/9/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CP EV TROLLEY XING 1,9 Trolley Crossing Rd,,Charlton,MA,1507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.144996,-71.982513,11/12/2025,184216,2025-11-12 01:39:52 UTC,,,,2/11/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CP EV TROLLEY XING 2,9 Trolley Crossing Rd,,Charlton,MA,1507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.145019,-71.982567,11/12/2025,184217,2025-11-12 01:39:55 UTC,,,,2/11/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,VISN 1 / Boston HCS / Jamaica Plain,150 S Huntington Ave,,Boston,MA,2130,,,E,,Private - Government only,Accepts fleet card,,,,,,1,,,Non-Networked,,GPS,42.32731,-71.110096,1/13/2025,184318,2025-11-07 16:19:10 UTC,FG,19,Department of Veterans Affairs,1/15/2021,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,VA,FED_GOV,,,,,,,$0.13 per kWh,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,VISN 1 / Boston HCS / Brockton,940 Belmont St,,Brockton,MA,2301,,,E,,Private - Government only,Accepts fleet card,,,,,,1,,,Non-Networked,,GPS,42.063012,-71.053944,1/13/2025,184319,2025-11-07 16:19:10 UTC,FG,19,Department of Veterans Affairs,1/15/2021,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,VA,FED_GOV,,,,,,,$0.13 per kWh,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,VISN 1/CWM/Leeds (631)_Grid,421 N Main St,,Leeds,MA,1053,,,E,,Private - Government only,Accepts fleet card,,,,,,1,,,Non-Networked,,GPS,42.348061,-72.68746,1/13/2025,184320,2025-11-13 17:06:21 UTC,FG,19,Department of Veterans Affairs,1/15/2021,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,VA,FED_GOV,,,,,,,$0.13 per kWh,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,NOAA,166 Water St,,Woods Hole,MA,2543,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,41.52815,-70.66364,1/13/2025,184321,2025-11-07 16:19:10 UTC,FG,7,Department of Commerce,1/15/2021,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOC,FED_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,FAA - Regional Office Building (ANE),1200 District Ave #3,,Burlington,MA,1803,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,42.483588,-71.209474,1/13/2025,184420,2025-11-07 16:19:10 UTC,FG,17,Department of Transportation,1/15/2021,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOT,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Hanscom AFB,70 Chennault St,,Hanscom AFB,MA,1731,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,,2,,Non-Networked,,GPS,42.463281,-71.279117,1/13/2025,184756,2025-11-07 16:02:34 UTC,FG,5,Department of Air Force,1/15/2021,,,,,J1772COMBO NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,HOTELNOHO HOTEL NORTH 1.2,36 King Street,North lot near Gothic Garden,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.320698,-72.63191,11/12/2025,185112,2025-11-12 01:40:15 UTC,,,,2/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOTELNOHO HOTEL NORTH 1.3,36 King Street,North lot near Gothic Garden,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.320732,-72.63186,11/12/2025,185113,2025-11-12 01:40:15 UTC,,,,2/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOTELNOHO NOTEL NORTH 1.4,36 King Street,North lot near Gothic Garden,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.320763,-72.631805,11/12/2025,185114,2025-11-12 01:40:16 UTC,,,,2/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOTELNOHO HOTEL NORTH 1.1,36 King Street,North lot near Gothic Garden,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.320675,-72.63196,11/12/2025,185115,2025-11-12 01:40:16 UTC,,,,2/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CP EV WASHINGTON ST,489 Washington St,Left of first floor entrance.,Auburn,MA,1501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.187924,-71.829938,11/12/2025,185177,2025-11-12 01:39:55 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING 60 WINTER 1.1,60 Winter St,,Weymouth,MA,2188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.19984,-70.953705,11/12/2025,185178,2025-11-12 01:40:21 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING 60 WINTER 1.2,60 Winter St,,Weymouth,MA,2188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.19981,-70.95378,11/12/2025,185179,2025-11-12 01:40:21 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING 60 WINTER 1.3,60 Winter St,,Weymouth,MA,2188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.19983,-70.953674,11/12/2025,185180,2025-11-12 01:40:21 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING 60 WINTER 1.5,60 Winter St,Parking spots on the road edge,Weymouth,MA,2188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.19991,-70.95331,11/12/2025,185181,2025-11-12 01:40:21 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING 60 WINTER 1.4,60 Winter St,Parking spots near road edge,Weymouth,MA,2188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.199883,-70.95351,11/12/2025,185182,2025-11-12 01:40:21 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING SHAWS 1.2,630 Middle Street,Left side of the parking lot along the fence,Weymouth,MA,2189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.203453,-70.943565,11/12/2025,185183,2025-11-12 01:40:23 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING SHAWS 1.3,630 Middle Street,Left side of the parking lot along the fence,Weymouth,MA,2189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.203426,-70.9435,11/12/2025,185184,2025-11-12 01:40:23 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING SHAWS 1.4,630 Middle St,Left side of the parking lot along the fence,Weymouth,MA,2189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.203403,-70.94343,11/12/2025,185186,2025-11-12 01:40:42 UTC,,,,2/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIDEL CHARGING SHAWS 1.5,630 Middle St,Left side of the parking lot along the fence,Weymouth,MA,2189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.203377,-70.94337,11/12/2025,185241,2025-11-12 01:40:23 UTC,,,,2/20/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RIVERSIDE BLDG STATION 1,54 French King Hwy,Meadow St. parking area .,Gill,MA,1354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.610203,-72.543545,11/12/2025,185242,2025-11-12 01:40:41 UTC,,,,2/20/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CUMMINGS PROP WEST GARAGE 1,950 Cummings Center,3rd Floor West Garage Parking,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.557781,-70.888051,11/12/2025,185429,2025-11-12 01:40:57 UTC,,,,2/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CUMMINGS PROP WEST GARAGE 2,950 Cummings Center,3rd Floor West Garage Parking,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.557643,-70.888044,11/12/2025,185430,2025-11-12 01:40:58 UTC,,,,2/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CUMMINGS PROP WEST GARAGE 3,950 Cummings Center,3rd Floor West Garage Parking,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.55757,-70.888041,11/12/2025,185431,2025-11-12 01:40:58 UTC,,,,2/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CUMMINGS PROP WEST GARAGE 4,950 Cummings Center,3rd Floor West Garage Parking,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.557485,-70.888051,11/12/2025,185432,2025-11-12 01:40:58 UTC,,,,2/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CUMMINGS PROP WEST GARAGE 5,950 Cummings Center,3rd Floor West Garage Parking,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.557396,-70.888044,11/12/2025,185433,2025-11-12 01:40:58 UTC,,,,2/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NRM NORMAN 1.2,9 Glendale Rd,Side parking lot of Norman Rockwell museum,Stockbridge,MA,1262,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.288536,-73.337585,11/12/2025,185455,2025-11-12 01:40:00 UTC,,,,3/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NRM NORMAN 1.1,9 Glendale Rd,Side parking lot of Norman Rockwell museum,Stockbridge,MA,1236,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.28848,-73.337524,11/12/2025,185456,2025-11-12 01:40:00 UTC,,,,3/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NRM NORMAN 1.3,9 Glendale Rd,Side parking lot of Norman Rockwell museum,Stockbridge,MA,1262,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.28855,-73.33761,11/12/2025,185457,2025-11-12 01:40:01 UTC,,,,3/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NRM NORMAN 1.4,9 Glendale Rd,Side parking lot of Norman Rockwell museum,Stockbridge,MA,1262,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.288628,-73.3377,11/12/2025,185479,2025-11-12 01:40:01 UTC,,,,3/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,National Grid - Beverly,44 River St,,Beverly,MA,1915,,,E,,Private,,,,,,,3,,,Non-Networked,,200-9,42.545849,-70.887243,1/9/2024,185488,2024-01-31 22:07:01 UTC,T,,,10/20/2020,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,National Grid - Northborough,55 Bearfoot Rd,,Northborough,MA,1532,,,E,,Private,,,,,,11,2,,,Non-Networked,,200-8,42.34077,-71.63501,1/9/2024,185492,2024-01-31 22:07:01 UTC,T,,,9/15/2014,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
